product_link,title,reviews,price,stars,img_link,availability
https://www.amazon.com/Apple-iPad-10-2-Inch-Wi-Fi-32GB/dp/B083C567C3/ref=sr_1_75?keywords=ipad+pro&qid=1694599362&sr=8-75,"2019 Apple iPad 7th Gen (10.2 inch, Wi-Fi, 32GB) Silver (Renewed)","6,410 ratings",$196.66,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61gI3LyZ8yL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
https://www.amazon.com/Xiaomi-Pad-Version-Bluetooth-Speakers/dp/B0C8PRJMF9/ref=sr_1_76?keywords=ipad+pro&qid=1694599362&sr=8-76,"Xiaomi Pad 6 WiFi Version 11 inches 144Hz 8840mAh Bluetooth 5.2 Four Speakers Dolby Atmos 13 Mp Camera + Fast Car 51W Charger Bundle (Gravity Gray, 256GB + 8GB)",12 ratings,,4.9 out of 5 stars,https://m.media-amazon.com/images/I/51lPQ-hC4kL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 11 left in stock - order soon
https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Cellular/dp/B078YDG5HJ/ref=sr_1_77?keywords=ipad+pro&qid=1694599362&sr=8-77,"Apple iPad Pro 10.5in with ( Wi-Fi + Cellular ) - 64GB, Space Gray (Renewed)",327 ratings,$254.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81u2vx22J0L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
https://www.amazon.com/Apple-2021-iPad-10-2-Wi-Fi/dp/B0C21T1P58/ref=sr_1_78?keywords=ipad+pro&qid=1694599362&sr=8-78,"Apple 2021 iPad (10.2 inch, Wi-Fi, 64GB) - Space Gray (Reed Premium) MK2K3LL/A",15 ratings,$329.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/51mV0IWAZwL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Apple-iPad-Air-Unlocked-Renewed/dp/B078JQ9JQH/ref=sr_1_79?keywords=ipad+pro&qid=1694599362&sr=8-79,Apple iPad Air 2 a1567 16GB Gold Tablet WiFi + 4G Unlocked GSM/CDMA (Renewed),143 ratings,$143.96,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61bwT6E61-L.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
https://www.amazon.com/9-7-inch-128GB-Wi-Fi-Model-Refurbished/dp/B01NAEJDIO/ref=sr_1_80?keywords=ipad+pro&qid=1694599362&sr=8-80,"iPad Pro 9.7-inch (128GB, Wi-Fi, Rose Gold) 2016 Model (Renewed)",23 ratings,$224.42,4.7 out of 5 stars,https://m.media-amazon.com/images/I/61XOo4Ud5iL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RHUjHuoJ-s_i9OEI-7iTNNAAAAGKjf43ngEAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAT8wut/https://www.amazon.com/Apple-Generation-Cancelling-Transparency-Personalized/dp/B0BDHWDR12/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.563f7ac3-7aa9-48e0-841e-f45bb2322eae%3Aamzn1.sym.563f7ac3-7aa9-48e0-841e-f45bb2322eae&cv_ct_cx=ipad+pro&keywords=ipad+pro&pd_rd_i=B0BDHWDR12&pd_rd_r=84cfe0c2-2cea-4442-bbc8-8f7a9f147e4b&pd_rd_w=S6pou&pd_rd_wg=gmULK&pf_rd_p=563f7ac3-7aa9-48e0-841e-f45bb2322eae&pf_rd_r=3K9CASQEW9147C01ZFT7&qid=1694599362&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-65-48f7baba-8e26-45f3-8811-e1a601ad20bf,,,,,,
https://www.amazon.com/iPad-Pro-11in-3nd-Gen/dp/B0BGNX2HT7/ref=sr_1_81?keywords=ipad+pro&qid=1694599365&sr=8-81,iPad Pro 11in (3nd Gen.) - 2TB - WiFi - Space Gray (Renewed Premium),,$929.00,,https://m.media-amazon.com/images/I/81XfNvIQBXS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
https://www.amazon.com/Apple-iPad-Pro-12-9in-Gen/dp/B0BFC3LWPD/ref=sr_1_82?keywords=ipad+pro&qid=1694599365&sr=8-82,Apple iPad Pro 12.9in (5th Gen.) - 1TB - WiFi + Cellular - Space Gray (Renewed Premium),,"$1,099.00",,https://m.media-amazon.com/images/I/81sxRBhe2sS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
https://www.amazon.com/Apple-MPHH2LL-Cellular-Silver-Refurbished/dp/B07JZVGPRZ/ref=sr_1_83?keywords=ipad+pro&qid=1694599365&sr=8-83,"Apple MPHH2LL/A iPad Pro with Wi-Fi + Cellular 256GB, 10.5 inches, Silver (Renewed)",12 ratings,$375.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/51p0wv3L4mL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
https://www.amazon.com/Apple-iPad-10-5-64GB-Refurbished/dp/B0792M47V3/ref=sr_1_84?keywords=ipad+pro&qid=1694599365&sr=8-84,Apple iPad Pro 10.5in 64GB WiFi Rose Gold (2017) (Renewed),343 ratings,$779.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71isZlb70HL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon.
https://www.amazon.com/Logitech-Combo-Touch-iPad-12-9-inch/dp/B0938C32PZ/ref=sr_1_85?keywords=ipad+pro&qid=1694599365&sr=8-85,"Logitech Combo Touch iPad Pro 12.9-inch (5th, 6th gen - 2021, 2022) Keyboard Case - Detachable Backlit Keyboard with Kickstand, Click-Anywhere Trackpad, Smart Connector - Oxford Gray; USA Layout","2,336 ratings",,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71dmlPk0IyS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 4 left in stock - order soon
https://www.amazon.com/Apple-2021-11-inch-iPad-Pro-Wi-Fi/dp/B0B8G7SM4Z/ref=sr_1_86?keywords=ipad+pro&qid=1694599365&sr=8-86,"Apple 2021 11-inch iPad Pro (Wi-Fi, 1TB) - Silver with AppleCare+ (2 Years)",6 ratings,"$1,628.99",5.0 out of 5 stars,https://m.media-amazon.com/images/I/71TUZPsvieL.__AC_SY445_SX342_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Headphones-APETOO-Earbuds-Earphones-Carrying/dp/B0967CVTKB/ref=sr_1_87?keywords=ipad+pro&qid=1694599365&sr=8-87,"USB C Headphones for iPad Pro,USB Type C Earphones HiFi Stereo USB C Wired Earbuds with Microphone Volume Control for Samsung S23 Ultra S22 S21 Note20 A54 A53 Z Flip Fold,Pixel 7 6 6a 5 4,OnePlus 10 9","1,818 ratings",,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61RE5J9gHBS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Cellular/dp/B078YF3G4R/ref=sr_1_88?keywords=ipad+pro&qid=1694599365&sr=8-88,"Apple iPad Pro 10.5in with ( Wi-Fi + Cellular ) - 64GB, Rose Gold (Renewed)",133 ratings,$249.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61WMVF9bLiL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
https://www.amazon.com/Pencil-Rejection-PERMARK-Compatible-2018-2022/dp/B09Y8X1NNG/ref=sr_1_89?keywords=ipad+pro&qid=1694599365&sr=8-89,"iPad Air Pencil with Palm Rejection, PERMARK Stylus Pen Compatible with (2018-2023) Apple iPad Pro (11/12.9 Inch),iPad Air 3rd/4th/5th Gen,iPad 6/7/8/9th Gen,iPad Mini 5/6th Gen (Purple)","1,029 ratings",,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41Hpg-PFRSL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
https://www.amazon.com/Apple-iPad-Pro-12-9in-Gen/dp/B0BFC2K73J/ref=sr_1_90?keywords=ipad+pro&qid=1694599365&sr=8-90,Apple iPad Pro 12.9in (5th Gen.) - 512GB - WiFi + Cellular - Space Gray (Renewed Premium),,"$1,049.00",,https://m.media-amazon.com/images/I/81sxRBhe2sS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Android-Octa-Core-Processor-Storage-Bluetooth/dp/B08YJYC4WN/ref=sr_1_91?keywords=ipad+pro&qid=1694599365&sr=8-91,"Tablet 10.1 inch Android 12 Tablet 2023 Latest Update Octa-Core Processor with 64GB Storage, Dual 13MP+5MP Camera, WiFi, Bluetooth, GPS, 512GB Expand Support, IPS Full HD Display (Black)","2,157 ratings",,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Mt4JAZQtL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon
https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Cellular/dp/B078YDDSMK/ref=sr_1_92?keywords=ipad+pro&qid=1694599365&sr=8-92,"2017 Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 64GB) - Silver (Renewed)",94 ratings,$239.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/91oqJL8OufL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
https://www.amazon.com/Apple-Space-Newest-Version-Renewed/dp/B00TREI0D4/ref=sr_1_93?keywords=ipad+pro&qid=1694599365&sr=8-93,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)","3,298 ratings",$125.33,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61ufQeEma5L.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 15 left in stock - order soon.
https://www.amazon.com/iPad-Pro-11in-3nd-Gen/dp/B0BGN9MWS5/ref=sr_1_94?keywords=ipad+pro&qid=1694599365&sr=8-94,iPad Pro 11in (3nd Gen.) - 1TB - Wi-Fi+5G - Space Gray (Renewed Premium),1 rating,$839.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/817ASgABwHS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
https://www.amazon.com/Apple-iPad-Space-Gray-Refurbished/dp/B00TREI098/ref=sr_1_95?keywords=ipad+pro&qid=1694599365&sr=8-95,"Apple iPad Air 2, 128 GB, Space Gray, (Renewed)","1,216 ratings",$169.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61wDxPfqfJL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 8 left in stock - order soon.
https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/dp/B08J5Q255V/ref=sr_1_96?keywords=ipad+pro&qid=1694599365&sr=8-96,"Apple 2020 iPad (10.2-inch, Wi-Fi, 32GB) - Silver (8th Generation)","64,123 ratings",,4.9 out of 5 stars,https://m.media-amazon.com/images/I/71bIv4CMRCL.__AC_SY445_SX342_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Headphones-APETOO-Earbuds-Earphones-Carrying/dp/B0967CVTKB/ref=sr_1_97?keywords=ipad+pro&qid=1694599369&sr=8-97,"USB C Headphones for iPad Pro,USB Type C Earphones HiFi Stereo USB C Wired Earbuds with Microphone Volume Control for Samsung S23 Ultra S22 S21 Note20 A54 A53 Z Flip Fold,Pixel 7 6 6a 5 4,OnePlus 10 9","1,818 ratings",,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61RE5J9gHBS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Headphones-Earphones-Magnetic-Canceling-Microphone/dp/B09ZV1KQ3F/ref=sr_1_98?keywords=ipad+pro&qid=1694599369&sr=8-98,"USB C Headphones,USB Type C Earphones Wired Earbuds Magnetic Noise Canceling in-Ear Headset with Microphone for iPad Pro Samsung Galaxy S23 S22 S21 S20 Ultra Note 10 20 Pixel 5 4 3 XL Oneplus 9 8T","2,380 ratings",,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61d0ACFB0VL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/iPad-Pro-11in-3nd-Gen/dp/B0BGN9MWS5/ref=sr_1_99?keywords=ipad+pro&qid=1694599369&sr=8-99,iPad Pro 11in (3nd Gen.) - 1TB - Wi-Fi+5G - Space Gray (Renewed Premium),1 rating,$839.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/817ASgABwHS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Cellular/dp/B078YDDSMK/ref=sr_1_100?keywords=ipad+pro&qid=1694599369&sr=8-100,"2017 Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 64GB) - Silver (Renewed)",94 ratings,$239.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/91oqJL8OufL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
https://www.amazon.com/Apple-iPad-Space-Gray-Refurbished/dp/B00TREI098/ref=sr_1_101?keywords=ipad+pro&qid=1694599369&sr=8-101,"Apple iPad Air 2, 128 GB, Space Gray, (Renewed)","1,216 ratings",$169.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61wDxPfqfJL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 8 left in stock - order soon.
https://www.amazon.com/Apple-Space-Cellular-MPLN2LL-Renewed/dp/B081LGSRH2/ref=sr_1_102?keywords=ipad+pro&qid=1694599369&sr=8-102,Apple iPad Pro 12.9 512 GB Space Gray (Wi-Fi + Cellular) MPLN2LL/A (Renewed),11 ratings,$599.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/51Z7e6moTBL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 2 left in stock - order soon.
https://www.amazon.com/Apple-Early-Wi-Fi-MR7F2LL-Refurbished/dp/B07G9QNT6P/ref=sr_1_103?keywords=ipad+pro&qid=1694599369&sr=8-103,"Early 2018 Apple iPad (9.7-inch, Wi-Fi, 32GB) - Space Gray (Renewed)","3,483 ratings",$158.00,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71rm-Y7VDSL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/dp/B08J5Q255V/ref=sr_1_104?keywords=ipad+pro&qid=1694599369&sr=8-104,"Apple 2020 iPad (10.2-inch, Wi-Fi, 32GB) - Silver (8th Generation)","64,123 ratings",,4.9 out of 5 stars,https://m.media-amazon.com/images/I/71bIv4CMRCL.__AC_SY445_SX342_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Apple-iPad-Pro-12-9in-Gen/dp/B0BFC4653N/ref=sr_1_105?keywords=ipad+pro&qid=1694599369&sr=8-105,Apple iPad Pro 12.9in (5th Gen.) - 256GB - WiFi + Cellular - Space Gray (Renewed Premium),,$929.00,,https://m.media-amazon.com/images/I/81sxRBhe2sS.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Fire-HD-10-Plus-tablet/dp/B08F6FYN6B/ref=sr_1_106?keywords=ipad+pro&qid=1694599369&sr=8-106,"Amazon Fire HD 10 Plus tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Slate","26,626 ratings",,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61mXhoGxSGL._AC_SY300_SX300_.jpg,Currently unavailable
https://www.amazon.com/Apple-9-7-inch-128GB-Wi-Fi-Space/dp/B01M06SGWM/ref=sr_1_107?keywords=ipad+pro&qid=1694599369&sr=8-107,"Apple iPad Pro 9.7-inch (128GB, Wi-Fi, Space Gray) 2016 Model - (Renewed)",443 ratings,$219.00,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61hw0TH86iL.__AC_SY300_SX300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
https://www.amazon.com/Apple-iPad-10-5-inch-Wi-Fi-Cellular/dp/B071GGB84Y/ref=sr_1_108?keywords=ipad+pro&qid=1694599369&sr=8-108,"Apple iPad Pro (10.5-inch, Wi-Fi + Cellular, 64GB) - Rose Gold (Previous Model)",267 ratings,,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71hA1Sf1TnL.__AC_SX342_SY445_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Apple-iPad-12-9-inch-Wi-Fi-256GB/dp/B07K33G5LS/ref=sr_1_109?keywords=ipad+pro&qid=1694599369&sr=8-109,"Apple iPad Pro (12.9-inch, Wi-Fi, 256GB) - Silver (3rd Generation)","2,973 ratings",,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71+ud9p+tYL._AC_SY445_SX342_.jpg,Only 1 left in stock - order soon
https://www.amazon.com/iCarez-Updated-Anti-Glare-Protector-Compatible/dp/B07GZMMYHT/ref=sr_1_110?keywords=ipad+pro&qid=1694599369&sr=8-110,iCarez Anti-Glare Matte Screen Protector for Apple iPad Air 4/5 Gen (10.9-inch 2022/2020) iPad Pro 11 Inch (2022/2021/2020/2018) [2-Pack] Easy to Install (Compatible with Face ID and Apple Pencil),"7,180 ratings",,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81-3lIksX4L.__AC_SX300_SY300_QL70_FMwebp_.jpg,Currently unavailable
https://www.amazon.com/Apple-Generation-128GB-Silver-Refurbished/dp/B07G4M8TXS/ref=sr_1_111?keywords=ipad+pro&qid=1694599369&sr=8-111,"2018 Apple iPad (9.7-inch, Wi-Fi, 128GB) - Silver (Renewed)",677 ratings,$198.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61ilXTyALEL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 3 left in stock - order soon.
https://www.amazon.com/Apple-iPad-Pro-10-5-Refurbished/dp/B078HZKF9Y/ref=sr_1_112?keywords=ipad+pro&qid=1694599369&sr=8-112,Apple iPad Pro 10.5in - 512GB Wifi - 2017 Model - GREY (Renewed),134 ratings,$399.99,4.5 out of 5 stars,https://m.media-amazon.com/images/I/91Elj6P5qyL.__AC_SX300_SY300_QL70_FMwebp_.jpg,Only 1 left in stock - order soon.
